Gesture_record,Body_part,Contact_recipient,Lateral_use,Repetition,Recording_number
RakeObject,Fingers,NA,NA,NA,R203492
HitObject,Hand,NA,Bimanual,Singular,R203493
Grab,Hand,TorsoBack,Unimanual,NA,R203494
Pull,Hand,Extremity,Unimanual,NA,R202308
BumpInto,Body,TorsoBack,NA,NA,R202268
StiffStance,Body,NA,NA,NA,R202286
ChestBeat,Hand,NA,Bimanual,Repeated,R202084
StiffStance,Body,NA,NA,NA,R202086
StompObject,Foot,NA,Unimanual,Singular,R202085
OverStance,Arm,NA,NA,NA,R202351
Pull,Hand,TorsoBack,Unimanual,NA,R203658
BiteThreat,Mouth,NA,NA,NA,R202027
SpinPirouette,Body,NA,NA,Singular,R202075
TouchLong,Knuckles,TorsoBack,NA,NA,R202105
ObjectMove,Hand,NA,Unimanual,NA,R202101
Touch,Knuckles,Extremity,NA,NA,R202104
Present,Leg,NA,NA,NA,R203278
Reach,Hand,NA,NA,NA,R202090
Touch,Hand,TorsoBack,NA,NA,R202091
BumpInto,Body,Extremity,NA,NA,R201999
HitRecipient,Hand,Extremity,Unimanual,Singular,R202000
Shake,Hand,NA,Unimanual,Unclear,R202001
Push,Fingers,Mouth,Unimanual,NA,R202306
Embrace,Arm,TorsoBack,Unimanual,NA,R203659
Embrace,Arm,Head,Unimanual,NA,R202022
Touch,Hand,TorsoBack,NA,NA,R202023
GrabHold,Hand,TorsoBack,Unimanual,NA,R202024
Grab,Hand,Extremity,Unimanual,NA,R202026
Stroke,Head,TorsoBack,NA,NA,R202025
Push,Fingers,Head,Unimanual,NA,R202367
Touch,Fingers,TorsoBack,NA,NA,R202102
Touch,Hand,TorsoBack,NA,NA,R202374
Touch,Hand,TorsoFront,NA,NA,R202375
Pull,Hand,TorsoBack,Unimanual,NA,R202376
LocomoteStiffWalk,Body,NA,NA,NA,R202089
Present,Leg,NA,NA,NA,R203279
HitSelf,Hand,NA,Unimanual,Repeated,R202307
Pull,Hand,Unclear,Unimanual,NA,R202337
Push,Knuckles,TorsoBack,Unimanual,NA,R202108
Push,Knuckles,TorsoBack,Unimanual,NA,R202109
LocomoteBipedal,Body,NA,NA,NA,R203618
ObjectMove,Hand,NA,Bimanual,NA,R203619
ObjectMove,Hand,NA,Unimanual,NA,R202007
HitRecipient,Hand,TorsoBack,Unimanual,Singular,R202008
StiffStance,Body,NA,NA,NA,R202009
ObjectMove,Body,NA,NA,NA,R202277
ThrowThreat,Hand,NA,NA,NA,R202071
ThrowObject,Hand,NA,NA,NA,R202072
ObjectMove,Hand,NA,Unimanual,NA,R202164
SpinRoulade,Body,NA,NA,Singular,R202165
IndMove,Hand,NA,NA,NA,R202166
StiffStance,Body,NA,NA,NA,R202167
HitRecipient,Hand,Unclear,Unimanual,Singular,R201992
Touch,Fingers,TorsoBack,NA,NA,R203276
Reach,Hand,NA,NA,NA,R203617
Reach,Hand,NA,NA,NA,R202010
HitObject,Hand,NA,Bimanual,Repeated,R202282
ObjectShake,Hand,NA,Bimanual,Singular,R202283
ObjectMove,Hand,NA,Unimanual,NA,R202163
Grab,Hand,Head,Unimanual,NA,R202309
HitRecipient,Hand,TorsoFront,Unimanual,Singular,R202162
Present,Genitals,NA,NA,NA,R203277
Touch,Hand,TorsoBack,NA,NA,R202360
Grab,Hand,TorsoBack,Unimanual,NA,R202361
Pull,Hand,TorsoBack,Unimanual,NA,R202310
Pull,Hand,TorsoBack,Unimanual,NA,R202311
Pull,Hand,TorsoBack,Unimanual,NA,R201997
TouchLong,Hand,Head,NA,NA,R202353
Grab,Hand,TorsoBack,Unimanual,NA,R202355
Touch,Fingers,TorsoBack,NA,NA,R202357
Kiss,Mouth,Extremity,NA,NA,R202354
Bite,Mouth,TorsoBack,NA,NA,R202356
ObjectShake,Hand,NA,Unimanual,Repeated,R202278
Pull,Hand,Extremity,Unimanual,NA,R202279
GrabHold,Hand,Extremity,Unimanual,NA,R202280
Push,Hand,Extremity,Unimanual,NA,R202082
GrabHold,Hand,Extremity,Unimanual,NA,R202083
Present,Unclear,NA,NA,NA,R201996
HitRecipientSoft,Hand,Head,Unclear,Repeated,R203642
HitRecipientSoft,Hand,TorsoBack,Bimanual,Repeated,R203643
LeanIn,BodyChest,Head,NA,NA,R202107
Grab,Hand,TorsoBack,Unimanual,NA,R202312
GrabHold,Hand,Extremity,Unimanual,NA,R202372
HitObject,Hand,NA,Unimanual,Singular,R201994
Bow,Body,NA,NA,NA,R202272
StompObject,Foot,NA,Unimanual,Singular,R202275
StiffStance,Body,NA,NA,NA,R202276
Grab,Hand,Extremity,Unimanual,NA,R202281
Shake,Head,NA,NA,Repeated,R202273
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202274
ObjectMove,Hand,NA,Bimanual,NA,R202079
Grab,Hand,TorsoBack,Unimanual,NA,R202314
Bite,Mouth,Head,NA,NA,R202366
ObjectMove,Hand,NA,Unimanual,NA,R201995
Out,Arm,NA,NA,NA,R203499
StiffStance,Body,NA,NA,NA,R203500
Reach,Hand,NA,NA,NA,R202016
Touch,Hand,TorsoBack,NA,NA,R203502
Present,Leg,NA,NA,NA,R202350
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R202081
ObjectMove,Hand,NA,Bimanual,NA,R202368
Reach,Hand,NA,NA,NA,R203644
Reach,Hand,NA,NA,NA,R203645
Present,Leg,NA,NA,NA,R202003
Lunge,Body,NA,NA,NA,R203662
HitObject,Hand,NA,Bimanual,Singular,R202159
GrabHold,Hand,TorsoBack,Unimanual,NA,R203657
HitRecipient,Hand,Head,Unimanual,Singular,R203501
RakeObject,Fingers,NA,NA,NA,R202087
HitObject,Hand,NA,Bimanual,Singular,R202088
LocomoteStiffWalk,Body,NA,NA,NA,R202014
StiffStance,Body,NA,NA,NA,R202015
GrabHold,Hand,TorsoBack,Unimanual,NA,R203656
Turn,Body,NA,NA,NA,R203660
StiffStance,Body,NA,NA,NA,R203661
HitSelf,Hand,NA,Unimanual,Repeated,R202160
ObjectMove,Hand,NA,Unimanual,NA,R202161
Push,Hand,Head,Unimanual,NA,R202362
Push,Hand,Head,Unimanual,NA,R202363
Pivot,Body,NA,NA,NA,R202073
StompObject,Fist,NA,Unimanual,Singular,R202074
Reach,Hand,NA,NA,NA,R202093
Reach,Hand,NA,NA,NA,R202094
Pull,Hand,Head,Unimanual,NA,R202373
Pull,Hand,Extremity,Unimanual,NA,R202103
ObjectMove,Hand,NA,Unimanual,NA,R202004
Push,Hand,TorsoBack,Unimanual,NA,R202005
StiffStance,Body,NA,NA,NA,R202006
Present,BodyFront,NA,NA,NA,R202364
Present,Leg,NA,NA,NA,R202365
HitRecipientSoft,Hand,TorsoBack,Unimanual,Repeated,R203646
ObjectMove,Hand,NA,Unimanual,NA,R203509
Kiss,Mouth,Extremity,NA,NA,R202173
Kiss,Mouth,Extremity,NA,NA,R202174
Kiss,Mouth,Extremity,NA,NA,R202175
RakeObject,Fingers,NA,NA,NA,R203651
RakeObject,Fingers,NA,NA,NA,R203652
HitObject,Hand,NA,Bimanual,Singular,R203653
LocomoteStiffWalk,Body,NA,NA,NA,R203654
RakeObject,Fingers,NA,NA,NA,R203655
Present,Body,NA,NA,NA,R202284
Push,Hand,Extremity,Unimanual,NA,R203647
TouchLong,Knuckles,TorsoBack,NA,NA,R202013
BiteThreat,Mouth,NA,NA,NA,R201993
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R203648
ChestBeatInformal,Hand,NA,Bimanual,Repeated,R203650
Shake,Head,NA,NA,Repeated,R203649
Grab,Hand,Extremity,Unimanual,NA,R202011
TouchLong,Hand,TorsoFront,NA,NA,R202012
TouchLong,Hand,TorsoBack,NA,NA,R202338
Reach,Hand,NA,NA,NA,R202352
HitObject,Arm,NA,Bimanual,Singular,R202076
Touch,Hand,Head,NA,NA,R202270
Push,Fingers,Head,Unimanual,NA,R202271
Grab,Hand,Head,Unimanual,NA,R202327
Embrace,Arm,TorsoBack,Unimanual,NA,R202335
ChestBeat,Hand,NA,Bimanual,Repeated,R202358
HitObject,Arm,NA,Bimanual,Singular,R202359
HitRecipientSoft,Hand,TorsoBack,Bimanual,Repeated,R202269
ObjectMove,Hand,NA,Unimanual,NA,R202330
LocomoteStiffWalk,Body,NA,NA,NA,R202331
StiffStance,Body,NA,NA,NA,R202333
Touch,Hand,TorsoBack,NA,NA,R202339
LocomoteStiffRun,Body,NA,NA,NA,R202347
HitRecipient,Hand,TorsoFront,Unimanual,Singular,R202348
Present,Back,NA,NA,NA,R202370
ChestBeat,Hand,NA,Bimanual,Repeated,R202316
StiffStance,Body,NA,NA,NA,R202317
ObjectMove,Hand,NA,Unimanual,NA,R202334
Present,BodyFront,NA,NA,NA,R202369
ChestBeat,Hand,NA,Bimanual,Repeated,R202328
StiffStance,Body,NA,NA,NA,R202329
Pull,Hand,Extremity,Unimanual,NA,R202080
StiffStance,Body,NA,NA,NA,R202323
HitObject,Hand,NA,Bimanual,Singular,R202324
LocomoteStiffWalk,Body,NA,NA,NA,R202325
StiffStance,Body,NA,NA,NA,R202326
HitObject,Hand,NA,Bimanual,Repeated,R20110
StiffStance,Body,NA,NA,NA,R202322
Embrace,Arm,TorsoBack,Bimanual,NA,R202017
Grab,Hand,TorsoBack,Unimanual,NA,R202019
GrabHold,Hand,TorsoBack,Unimanual,NA,R202018
ObjectMove,Hand,NA,Unimanual,NA,R202377
BiteThreat,Mouth,NA,NA,NA,R202294
BiteThreat,Mouth,NA,NA,NA,R202296
BiteThreat,Mouth,NA,NA,NA,R202297
BiteThreat,Mouth,NA,NA,NA,R202298
Bite,Mouth,Extremity,NA,NA,R202299
Push,Hand,Head,Unimanual,NA,R202295
Grab,Hand,TorsoBack,Unimanual,NA,R202300
Grab,Hand,Extremity,Unimanual,NA,R202028
Push,Hand,Extremity,Unimanual,NA,R202029
Grab,Hand,Extremity,Unimanual,NA,R202030
Embrace,Arm,TorsoBack,Unimanual,NA,R202378
Kiss,Mouth,TorsoBack,NA,NA,R202379
Bite,Mouth,TorsoBack,NA,NA,R202380
Kiss,Mouth,TorsoBack,NA,NA,R203508
BiteThreat,Mouth,NA,NA,NA,R202291
BiteThreat,Mouth,NA,NA,NA,R202292
BiteThreat,Mouth,NA,NA,NA,R202293
StiffStance,Body,NA,NA,NA,R203572
Embrace,Arm,TorsoBack,Unimanual,NA,R203573
Pull,Hand,TorsoBack,Unimanual,NA,R203280
Lunge,Body,NA,NA,NA,R203289
Present,Back,NA,NA,NA,R203287
LocomoteStiffWalk,Body,NA,NA,NA,R203575
StiffStance,Body,NA,NA,NA,R203576
Present,BodyFront,NA,NA,NA,R203288
Pull,Hand,TorsoFront,Unimanual,NA,R203281
ObjectMove,Hand,NA,Unimanual,NA,R203570
StiffStance,Body,NA,NA,NA,R203571
PlaceOnObject,Hand,NA,NA,NA,R203282
LocomoteStiffRun,Body,NA,NA,NA,R203283
StiffStance,Body,NA,NA,NA,R203285
HitRecipient,Hand,TorsoBack,Unimanual,Singular,R203284
Reach,Arm,NA,NA,NA,R203286
Bite,Mouth,Head,NA,NA,R203290
Bite,Mouth,Head,NA,NA,R203291
Reach,Hand,NA,NA,NA,R203550
Grab,Hand,TorsoBack,Unimanual,NA,R203551
ObjectMove,Hand,NA,Unimanual,NA,R203574
LocomoteBipedal,Body,NA,NA,NA,R203547
ChestBeat,Hand,NA,Bimanual,Repeated,R203549
ObjectMove,Hand,NA,Unimanual,NA,R203548
Bite,Mouth,Extremity,NA,NA,R203145
HitRecipient,Hand,TorsoBack,Unimanual,Singular,R203146
HitRecipientSoft,Hand,TorsoBack,Bimanual,Repeated,R203147
BumpInto,Body,TorsoBack,NA,NA,R203108
StiffStance,Body,NA,NA,NA,R203109
Reach,Hand,NA,NA,NA,R203212
Push,Leg,TorsoBack,Unimanual,NA,R203725
Embrace,Arm,TorsoBack,Unimanual,NA,R203113
Pull,Hand,Extremity,Unimanual,NA,R203710
Lunge,Body,NA,NA,NA,R203230
Push,Hand,TorsoBack,Unimanual,NA,R203216
LeanIn,BodyChest,TorsoBack,NA,NA,R203110
Reach,Hand,NA,NA,NA,R203111
Kiss,Mouth,Mouth,NA,NA,R203667
LocomoteStiffWalk,Body,NA,NA,NA,R203711
HitObject,Hand,NA,Unimanual,Singular,R203712
ObjectStance,Body,NA,NA,NA,R203713
StiffStance,Body,NA,NA,NA,R203714
LocomoteStiffWalk,Body,NA,NA,NA,R203715
ObjectStance,Body,NA,NA,NA,R203716
Reach,Hand,NA,NA,NA,R203226
LocomoteStiffRun,Body,NA,NA,NA,R203250
StiffStance,Body,NA,NA,NA,R203251
LocomoteStiffWalk,Body,NA,NA,NA,R203222
StiffStance,Body,NA,NA,NA,R203223
LocomoteStiffWalk,Body,NA,NA,NA,R203224
StiffStance,Body,NA,NA,NA,R203225
Grab,Hand,Extremity,Unimanual,NA,R203252
LocomoteStiffWalk,Body,NA,NA,NA,R201887
StiffStance,Body,NA,NA,NA,R201888
GazeStance,Body,NA,NA,NA,R201896
GazeStance,Body,NA,NA,NA,R201897
Touch,Hand,Extremity,NA,NA,R201898
Touch,Hand,Extremity,NA,NA,R201899
BodyCross,Arm,NA,NA,NA,R203248
GazeStance,Body,NA,NA,NA,R203249
Present,BodyChest,NA,NA,NA,R203099
Touch,Knuckles,Extremity,NA,NA,R201854
Touch,Knuckles,Extremity,NA,NA,R201857
Touch,Hand,Extremity,NA,NA,R201858
GazeStance,Body,NA,NA,NA,R201859
BodyCross,Arm,NA,NA,NA,R201855
Raise,Hand,NA,NA,NA,R201860
Touch,Hand,Extremity,NA,NA,R201861
Bite,Mouth,Extremity,NA,NA,R203107
GazeStance,Body,NA,NA,NA,R201880
GazeStance,Body,NA,NA,NA,R201881
GazeStance,Body,NA,NA,NA,R201882
GazeStance,Body,NA,NA,NA,R201883
GazeStance,Body,NA,NA,NA,R201884
GazeStance,Body,NA,NA,NA,R201885
GazeStance,Body,NA,NA,NA,R201890
GazeStance,Body,NA,NA,NA,R201892
GazeStance,Body,NA,NA,NA,R201893
GazeStance,Body,NA,NA,NA,R201894
GazeStance,Body,NA,NA,NA,R201886
GazeStance,Body,NA,NA,NA,R201895
Lunge,Body,NA,NA,NA,R201889
Touch,Knuckles,TorsoFront,NA,NA,R201891
Reach,Arm,NA,NA,NA,R203215
StiffStance,Body,NA,NA,NA,R201510
BodyCross,Arm,NA,NA,NA,R201514
Reach,Hand,NA,NA,NA,R201515
HitFake,Hand,NA,Unimanual,Singular,R201516
GazeStance,Body,NA,NA,NA,R201511
GazeStance,Body,NA,NA,NA,R201513
LocomoteStiffWalk,Body,NA,NA,NA,R203724
GazeStance,Body,NA,NA,NA,R203695
Present,Bottom,NA,NA,NA,R203696
Jab,Foot,Extremity,NA,NA,R203185
LocomoteStiffRun,Body,NA,NA,NA,R203184
StiffStance,Body,NA,NA,NA,R201911
Touch,Knuckles,TorsoBack,NA,NA,R201912
Present,Arm,NA,NA,NA,R203098
LeanIn,BodyChest,TorsoBack,NA,NA,R203106
GazeStance,Body,NA,NA,NA,R201906
GazeStance,Body,NA,NA,NA,R201907
GazeStance,Body,NA,NA,NA,R201908
GazeStance,Body,NA,NA,NA,R201910
GazeStance,Body,NA,NA,NA,R203233
GazeStance,Body,NA,NA,NA,R203234
GazeStance,Body,NA,NA,NA,R203235
OverStance,Body,NA,NA,NA,R203220
LeanIn,Body,TorsoBack,NA,NA,R203219
StiffStance,Body,NA,NA,NA,R203692
Touch,Knuckles,TorsoBack,NA,NA,R203693
Push,Hand,Head,Unimanual,NA,R203236
GazeStance,Body,NA,NA,NA,R201904
LocomoteStiffWalk,Body,NA,NA,NA,R201905
ObjectMove,Hand,NA,Unimanual,NA,R201901
GazeStance,Body,NA,NA,NA,R203335
GazeStance,Body,NA,NA,NA,R203336
Fling,Arm,NA,Unimanual,NA,R203694
LocomoteStiffWalk,Body,NA,NA,NA,R203330
GazeStance,Body,NA,NA,NA,R203331
GazeStance,Body,NA,NA,NA,R203332
LocomoteStiffWalk,Body,NA,NA,NA,R203333
GazeStance,Body,NA,NA,NA,R203334
GazeStance,Body,NA,NA,NA,R203337
GazeStance,Body,NA,NA,NA,R203338
Raise,Hand,NA,NA,NA,R203179
Touch,Hand,TorsoBack,NA,NA,R203214
GazeStance,Body,NA,NA,NA,R203339
PlaceOnObject,Fist,NA,NA,NA,R203340
BodyCross,Arm,NA,NA,NA,R203227
GazeStance,Body,NA,NA,NA,R203228
GazeStance,Body,NA,NA,NA,R203229
Present,Bottom,NA,NA,NA,R203232
LeanIn,Head,TorsoBack,NA,NA,R203733
GazeStance,Body,NA,NA,NA,R203245
GazeStance,Body,NA,NA,NA,R203246
GazeStance,Body,NA,NA,NA,R201851
GazeStance,Body,NA,NA,NA,R201852
BodyCross,Arm,NA,NA,NA,R201853
Push,Arm,TorsoBack,Unimanual,NA,R203182
Reach,Hand,NA,NA,NA,R203213
HitNonRecipient,Hand,NA,Bimanual,Repeated,R203105
BodyCross,Arm,NA,NA,NA,R203247
GazeStance,Body,NA,NA,NA,R203730
GazeStance,Body,NA,NA,NA,R203731
GazeStance,Body,NA,NA,NA,R203732
Grab,Hand,Extremity,Unimanual,NA,R203237
Reach,Hand,NA,NA,NA,R203238
Touch,Hand,Mouth,NA,NA,R203239
Reach,Hand,NA,NA,NA,R203240
Grab,Hand,Extremity,Unimanual,NA,R203241
ObjectMove,Hand,NA,Unimanual,NA,R203142
HitRecipient,Hand,TorsoBack,Bimanual,Singular,R203143
LocomoteRecipient,Body,NA,NA,NA,R203144
BigLoudScratch,Fingers,NA,Unimanual,Singular,R203180
GazeStance,Body,NA,NA,NA,R203342
BodyCross,Arm,NA,NA,NA,R203343
GrabHold,Hand,TorsoBack,Unimanual,NA,R203729
StiffStance,Body,NA,NA,NA,R203242
GrabHold,Hand,Extremity,Unimanual,NA,R203308
GrabHold,Hand,Extremity,Unimanual,NA,R203243
GrabHold,Hand,Extremity,Unimanual,NA,R203244
LocomoteStiffWalk,Body,NA,NA,NA,R203702
StiffStance,Body,NA,NA,NA,R203703
Embrace,Arm,TorsoBack,Unimanual,NA,R203704
Present,Back,NA,NA,NA,R203104
GrabHold,Hand,Extremity,Unimanual,NA,R203292
HitRecipient,Hand,TorsoFront,Bimanual,Repeated,R203103
GazeStance,Body,NA,NA,NA,R203263
ObjectStance,Body,NA,NA,NA,R203705
Embrace,Arm,TorsoBack,Unimanual,NA,R203706
ObjectMove,Hand,NA,Unimanual,NA,R203221
LocomoteStiffRun,Body,NA,NA,NA,R203231
LocomoteRecipient,Body,NA,NA,NA,R203211
Bite,Mouth,Extremity,NA,NA,R203181
GazeStance,Body,NA,NA,NA,R203697
Touch,Knuckles,TorsoBack,NA,NA,R203698
Reach,Hand,NA,NA,NA,R203699
Touch,Hand,TorsoBack,NA,NA,R203700
Touch,Hand,TorsoBack,NA,NA,R203701
Bite,Mouth,Head,NA,NA,R203264
Push,Knuckles,Head,Unimanual,NA,R203265
GazeStance,Body,NA,NA,NA,R201903
GazeStance,Body,NA,NA,NA,R203717
Touch,Head,TorsoBack,NA,NA,R203718
Kiss,Mouth,TorsoBack,NA,NA,R203719
Kiss,Mouth,TorsoBack,NA,NA,R203720
Kiss,Mouth,TorsoBack,NA,NA,R203721
Push,Head,TorsoBack,NA,NA,R203722
Push,Hand,TorsoBack,Unimanual,NA,R203100
ChestBeat,Hand,NA,Bimanual,Repeated,R203183
Push,Hand,TorsoBack,Unimanual,NA,R203101
HitRecipient,Hand,TorsoBack,Bimanual,Repeated,R203102
BodyCross,Arm,NA,NA,NA,R203709
GazeStance,Body,NA,NA,NA,R201900
GazeStance,Body,NA,NA,NA,R201902
Lunge,Body,NA,NA,NA,R203723
Touch,Hand,Head,NA,NA,R203178
Lunge,Body,NA,NA,NA,R203217
BiteThreat,Mouth,NA,NA,NA,R203218
GrabHold,Hand,TorsoBack,Unimanual,NA,R203112
Pull,Hand,TorsoBack,Unimanual,NA,R203707
Present,Back,NA,NA,NA,R203209
Push,Hand,Head,Unimanual,NA,R203155
BodyCross,Arm,NA,NA,NA,R203151
Push,Hand,Extremity,Unimanual,NA,R203152
BiteThreat,Mouth,NA,NA,NA,R203156
Grab,Fingers,Extremity,Unimanual,NA,R203153
Push,Hand,Head,Unimanual,NA,R203175
Present,Leg,NA,NA,NA,R203208
Present,Back,NA,NA,NA,R203210
TouchLong,Knuckles,Extremity,NA,NA,R203157
Push,Hand,TorsoFront,Unimanual,NA,R203200
HitRecipient,Hand,TorsoFront,Unimanual,Repeated,R203201
HitRecipient,Hand,TorsoFront,Unimanual,Repeated,R203202
Grab,Hand,TorsoBack,Unimanual,NA,R203176
Push,Hand,TorsoBack,Unimanual,NA,R203177
Grab,Fingers,Extremity,Unimanual,NA,R203158
Present,Arm,NA,NA,NA,R203691
Reach,Hand,NA,NA,NA,R203690
Present,Leg,NA,NA,NA,R203207
BiteThreat,Mouth,NA,NA,NA,R203154
Grab,Hand,Extremity,Unimanual,NA,R203203
Grab,Hand,Extremity,Unimanual,NA,R203204
Grab,Hand,Extremity,Unimanual,NA,R203205
Pull,Hand,Extremity,Unimanual,NA,R203206
Grab,Hand,Extremity,Unimanual,NA,NA
HitRecipient,Hand,TorsoBack,Unimanual,Singular,R203159
ObjectMove,Hand,NA,Unimanual,NA,R203161
LocomoteRecipient,Body,NA,NA,NA,R203162
Kiss,Mouth,Extremity,NA,NA,R203197
Kiss,Mouth,Unclear,NA,NA,R203198
Kiss,Mouth,Genitals,NA,NA,R203199
Grab,Hand,Extremity,Unimanual,NA,R203160
Present,Leg,NA,NA,NA,R203163
Push,Hand,Extremity,Unimanual,NA,R202118
Push,Fingers,TorsoBack,Unimanual,NA,R203169
ObjectMove,Hand,NA,Unimanual,NA,R203191
ChestBeat,Hand,NA,Bimanual,Repeated,R203192
Push,Hand,TorsoBack,Unimanual,NA,R203728
Present,Back,NA,NA,NA,R203190
Reach,Foot,NA,NA,NA,R203262
Push,Fingers,Extremity,Unimanual,NA,R203165
Grab,Hand,TorsoBack,Unimanual,NA,R203577
Touch,Hand,TorsoBack,NA,NA,R203261
Grab,Hand,Extremity,Unimanual,NA,R203310
Grab,Hand,Extremity,Unimanual,NA,R203188
Grab,Hand,Extremity,Unimanual,NA,R203189
GrabHold,Hand,TorsoBack,Unimanual,NA,R203193
BodyCross,Arm,NA,NA,NA,R203194
StiffStance,Body,NA,NA,NA,R201862
Fling,Arm,NA,Unimanual,NA,R203149
Present,Genitals,NA,NA,NA,R201512
Reach,Hand,NA,NA,NA,R203148
Touch,Hand,TorsoBack,NA,NA,R203254
Touch,Hand,TorsoBack,NA,NA,R203326
Present,Back,NA,NA,NA,R203150
LocomoteStiffRun,Body,NA,NA,NA,R203687
StiffStance,Body,NA,NA,NA,R203688
GazeStance,Body,NA,NA,NA,R201863
Rub,Bottom,TorsoBack,NA,NA,R203173
Present,Arm,NA,NA,NA,R203260
Reach,Hand,NA,NA,NA,R203170
Present,Head,NA,NA,NA,R203195
Present,Back,NA,NA,NA,R203196
Touch,Hand,TorsoBack,NA,NA,R201878
Pull,Hand,TorsoBack,Unimanual,NA,R201879
GrabHold,Hand,TorsoBack,Unimanual,NA,R203686
Embrace,Arm,TorsoBack,Unimanual,NA,R203167
Push,Arm,Extremity,Unimanual,NA,R203259
GazeStance,Body,NA,NA,NA,R201864
GazeStance,Body,NA,NA,NA,R201865
GazeStance,Body,NA,NA,NA,R201876
GazeStance,Body,NA,NA,NA,R201871
Reach,Hand,NA,NA,NA,R201866
BodyCross,Arm,NA,NA,NA,R201867
GazeStance,Body,NA,NA,NA,R201869
Raise,Hand,NA,NA,NA,R201870
BodyCross,Arm,NA,NA,NA,R201872
BodyCross,Arm,NA,NA,NA,R201873
BodyCross,Arm,NA,NA,NA,R201874
BodyCross,Arm,NA,NA,NA,R201875
BodyCross,Arm,NA,NA,NA,R201877
Touch,Arm,TorsoBack,NA,NA,R203255
Touch,Arm,Extremity,NA,NA,R203256
ObjectMove,Hand,NA,Unimanual,NA,R203172
Touch,Knuckles,TorsoBack,NA,NA,R203253
Kiss,Mouth,Mouth,NA,NA,R203685
ThrowObject,Hand,NA,NA,NA,R203327
LocomoteGallop,Body,NA,NA,NA,R203329
HitRecipient,Fist,Extremity,Unimanual,Singular,R203328
Touch,Hand,TorsoBack,NA,NA,R203171
ObjectClamp,Head,NA,NA,NA,R203257
GazeStance,Body,NA,NA,NA,R201913
Push,Hand,Extremity,Unimanual,NA,R203727
Touch,Hand,TorsoBack,NA,NA,R203258
Touch,Hand,TorsoBack,NA,NA,R203168
Push,Hand,TorsoBack,Unimanual,NA,R203174
GazeStance,Body,NA,NA,NA,R201842
GazeStance,Body,NA,NA,NA,R201844
PlaceOnObject,Hand,NA,NA,NA,R201843
PlaceOnObject,Hand,NA,NA,NA,R201845
Reach,Hand,NA,NA,NA,R201846
LocomoteRecipient,Body,NA,NA,NA,R203738
Present,Genitals,NA,NA,NA,R202449
ObjectMove,Hand,NA,Unimanual,NA,R201848
LocomoteStiffWalk,Body,NA,NA,NA,R201849
Grab,Hand,TorsoBack,Unimanual,NA,R201850
HeadAvert,Head,NA,NA,NA,R202448
LocomoteStiffWalk,Body,NA,NA,NA,R201507
LocomoteStiffRun,Body,NA,NA,NA,R201508
HeadAvert,Head,NA,NA,NA,R201967
PlaceOnObject,Hand,NA,NA,NA,R201497
GazeStance,Body,NA,NA,NA,R203324
LocomoteStiffWalk,Body,NA,NA,NA,R201502
StiffStance,Body,NA,NA,NA,R201503
LocomoteStiffRun,Body,NA,NA,NA,R201504
GazeStance,Body,NA,NA,NA,R203323
PlaceOnObject,Hand,NA,NA,NA,R201498
PlaceOnObject,Hand,NA,NA,NA,R201505
PlaceOnObject,Hand,NA,NA,NA,R201506
HeadAvert,Head,NA,NA,NA,R201499
HeadAvert,Head,NA,NA,NA,R201500
HeadAvert,Head,NA,NA,NA,R201501
