Gesture_record,Morph,Recording_number,Body_part,Contact_recipient,Lateral_use,Repetition
Gesture_record_37,Morph_110,Recording_number_2993,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_5,Morph_115,Recording_number_2846,Body_part_10,Contact_recipient_2,NA,NA
Gesture_record_58,Morph_31,Recording_number_991,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_42,Morph_92,Recording_number_239,Body_part_16,NA,NA,NA
Gesture_record_5,Morph_14,Recording_number_2131,Body_part_10,Contact_recipient_4,NA,NA
Gesture_record_3,Morph_114,Recording_number_1012,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,NA,Recording_number_599,Body_part_16,Contact_recipient_1,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_119,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_31,Morph_83,Recording_number_515,Body_part_12,NA,NA,NA
Gesture_record_31,Morph_83,Recording_number_2323,Body_part_12,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_2803,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_67,Morph_12,Recording_number_1441,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_61,Morph_62,Recording_number_1737,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_2155,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_43,Morph_93,Recording_number_2512,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_27,Morph_13,Recording_number_1006,Body_part_12,NA,NA,NA
Gesture_record_49,Morph_118,Recording_number_2635,Body_part_16,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_8,Morph_126,Recording_number_1699,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_1564,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_20,Morph_104,Recording_number_2850,Body_part_12,NA,NA,NA
Gesture_record_1,Morph_51,Recording_number_2821,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_19,Morph_109,Recording_number_510,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_19,Morph_109,Recording_number_1189,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_19,Morph_109,Recording_number_2188,Body_part_7,Contact_recipient_6,NA,NA
Gesture_record_67,Morph_12,Recording_number_498,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_73,Morph_91,Recording_number_2908,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_1599,Body_part_12,NA,NA,NA
Gesture_record_58,Morph_31,Recording_number_2906,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_15,Morph_61,Recording_number_1149,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_61,NA,Recording_number_12,Body_part_14,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_1281,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_61,Morph_97,Recording_number_1724,Body_part_14,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_67,Morph_12,Recording_number_367,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_67,Morph_43,Recording_number_2857,Body_part_2,NA,Lateral_use_1,Repetition_2
Gesture_record_7,Morph_71,Recording_number_1375,Body_part_12,NA,NA,NA
Gesture_record_67,NA,Recording_number_2449,Body_part_16,NA,Lateral_use_3,Repetition_3
Gesture_record_67,NA,Recording_number_2383,Body_part_16,NA,Lateral_use_3,Repetition_3
Gesture_record_26,Morph_57,Recording_number_31,Body_part_6,NA,Lateral_use_1,Repetition_2
Gesture_record_75,Morph_24,Recording_number_323,Body_part_12,NA,NA,Repetition_3
Gesture_record_65,Morph_21,Recording_number_209,Body_part_15,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_4,Body_part_15,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_2790,Body_part_15,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_54,Morph_39,Recording_number_1223,Body_part_15,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_1571,Body_part_15,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_42,Morph_92,Recording_number_1276,Body_part_16,NA,NA,NA
Gesture_record_67,Morph_23,Recording_number_3166,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_75,Morph_123,Recording_number_61,Body_part_12,NA,NA,Repetition_2
Gesture_record_45,Morph_28,Recording_number_1242,Body_part_2,Contact_recipient_3,NA,NA
Gesture_record_45,Morph_28,Recording_number_1317,Body_part_15,Contact_recipient_7,NA,NA
Gesture_record_42,Morph_92,Recording_number_368,Body_part_16,NA,NA,NA
Gesture_record_41,NA,Recording_number_3064,Body_part_4,Contact_recipient_6,NA,NA
Gesture_record_49,Morph_116,Recording_number_2223,Body_part_16,Contact_recipient_3,Lateral_use_1,Repetition_3
Gesture_record_5,Morph_14,Recording_number_631,Body_part_10,Contact_recipient_4,NA,NA
Gesture_record_25,Morph_82,Recording_number_1856,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_53,Morph_59,Recording_number_841,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_36,Morph_53,Recording_number_759,Body_part_12,NA,NA,NA
Gesture_record_5,Morph_14,Recording_number_1989,Body_part_10,Contact_recipient_4,NA,NA
Gesture_record_23,Morph_94,Recording_number_2374,Body_part_10,NA,NA,NA
Gesture_record_3,Morph_73,Recording_number_3061,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_67,Morph_23,Recording_number_2658,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_66,Morph_87,Recording_number_1297,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_66,Morph_95,Recording_number_379,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_61,Morph_101,Recording_number_1946,Body_part_14,Contact_recipient_6,Lateral_use_2,NA
Gesture_record_18,NA,Recording_number_3016,Body_part_1,NA,NA,NA
Gesture_record_45,NA,Recording_number_1962,Body_part_14,Contact_recipient_6,NA,NA
Gesture_record_73,Morph_79,Recording_number_340,Body_part_16,NA,Lateral_use_2,NA
Gesture_record_73,Morph_91,Recording_number_652,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_3,Morph_114,Recording_number_660,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_58,Morph_31,Recording_number_1342,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_33,Morph_6,Recording_number_1650,Body_part_16,Contact_recipient_4,NA,NA
Gesture_record_58,Morph_31,Recording_number_3012,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_25,Morph_63,Recording_number_140,Body_part_15,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_25,Morph_63,Recording_number_2736,Body_part_15,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_20,Morph_104,Recording_number_1759,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_43,Recording_number_1940,Body_part_14,NA,Lateral_use_1,Repetition_2
Gesture_record_49,Morph_29,Recording_number_358,Body_part_14,Contact_recipient_2,Lateral_use_2,Repetition_2
Gesture_record_49,Morph_118,Recording_number_1290,Body_part_16,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_67,Morph_12,Recording_number_102,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_25,Morph_55,Recording_number_2113,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_24,Morph_69,Recording_number_1443,Body_part_12,NA,NA,NA
Gesture_record_17,Morph_52,Recording_number_13,Body_part_12,NA,NA,NA
Gesture_record_65,Morph_21,Recording_number_1465,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_1514,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_3192,Body_part_12,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_782,Body_part_12,NA,NA,NA
Gesture_record_25,Morph_55,Recording_number_2650,Body_part_14,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_67,Morph_12,Recording_number_1371,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_67,Morph_12,Recording_number_2545,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_67,Morph_58,Recording_number_800,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_67,Morph_12,Recording_number_683,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_68,Morph_117,Recording_number_2711,Body_part_14,NA,NA,NA
Gesture_record_53,Morph_59,Recording_number_852,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_73,Morph_91,Recording_number_2645,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_67,Morph_23,Recording_number_887,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_36,Morph_53,Recording_number_1011,Body_part_12,NA,NA,NA
Gesture_record_75,Morph_123,Recording_number_791,Body_part_12,NA,NA,Repetition_2
Gesture_record_67,Morph_23,Recording_number_1334,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_40,Morph_1,Recording_number_2310,Body_part_12,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_1486,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_37,Morph_110,Recording_number_1908,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_37,Morph_110,Recording_number_2474,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_42,Morph_92,Recording_number_2056,Body_part_16,NA,NA,NA
Gesture_record_45,Morph_80,Recording_number_1767,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_45,Morph_72,Recording_number_1060,Body_part_15,Contact_recipient_6,NA,NA
Gesture_record_41,Morph_32,Recording_number_1935,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_41,Morph_32,Recording_number_1338,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_3,Morph_124,Recording_number_285,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_55,Recording_number_719,Body_part_2,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_65,Morph_2,Recording_number_2444,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_45,Morph_28,Recording_number_3199,Body_part_16,Contact_recipient_3,NA,NA
Gesture_record_3,Morph_73,Recording_number_2834,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_68,Morph_54,Recording_number_1425,Body_part_16,NA,NA,NA
Gesture_record_65,Morph_76,Recording_number_1775,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_68,Morph_54,Recording_number_577,Body_part_16,NA,NA,NA
Gesture_record_23,Morph_94,Recording_number_1082,Body_part_10,NA,NA,NA
Gesture_record_54,Morph_39,Recording_number_1847,Body_part_15,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_49,Morph_118,Recording_number_328,Body_part_16,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_67,Morph_12,Recording_number_2356,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_37,Morph_110,Recording_number_2824,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_58,Morph_31,Recording_number_3001,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_48,Morph_64,Recording_number_1071,Body_part_15,NA,Lateral_use_2,Repetition_3
Gesture_record_48,Morph_64,Recording_number_92,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_19,Morph_109,Recording_number_514,Body_part_6,Contact_recipient_2,NA,NA
Gesture_record_24,Morph_69,Recording_number_1818,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_12,Recording_number_2907,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_67,Morph_43,Recording_number_2164,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_67,Morph_43,Recording_number_1744,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_53,Morph_22,Recording_number_1527,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_18,Morph_96,Recording_number_952,Body_part_3,NA,NA,NA
Gesture_record_47,Morph_113,Recording_number_3052,Body_part_16,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_1799,Body_part_12,NA,NA,NA
Gesture_record_8,Morph_126,Recording_number_1253,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_61,Morph_62,Recording_number_1822,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_3,Morph_114,Recording_number_2538,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_1873,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_40,Morph_1,Recording_number_3134,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_918,Body_part_12,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_308,Body_part_12,NA,NA,NA
Gesture_record_25,Morph_55,Recording_number_3005,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_3022,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_65,Morph_2,Recording_number_2805,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_2975,Body_part_12,NA,NA,NA
Gesture_record_65,Morph_2,Recording_number_2091,Body_part_6,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_67,Morph_43,Recording_number_908,Body_part_6,NA,Lateral_use_1,Repetition_2
Gesture_record_3,NA,Recording_number_157,Body_part_6,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_53,Morph_9,Recording_number_1279,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_3,Morph_5,Recording_number_558,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_43,Morph_93,Recording_number_448,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_54,Morph_39,Recording_number_3035,Body_part_15,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_41,Morph_32,Recording_number_1987,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_65,Morph_2,Recording_number_1213,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_2144,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_26,Morph_57,Recording_number_1773,Body_part_6,NA,Lateral_use_1,Repetition_2
Gesture_record_37,Morph_110,Recording_number_960,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_10,NA,Recording_number_2294,Body_part_12,NA,NA,NA
Gesture_record_68,Morph_117,Recording_number_2292,Body_part_8,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_2478,Body_part_16,NA,NA,NA
Gesture_record_25,Morph_75,Recording_number_2284,Body_part_2,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_8,NA,Recording_number_2800,Body_part_6,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_25,Morph_63,Recording_number_291,Body_part_6,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_25,Morph_63,Recording_number_2361,Body_part_6,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_25,Morph_63,Recording_number_502,Body_part_6,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_25,Morph_63,Recording_number_25,Body_part_6,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_2484,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_67,Morph_12,Recording_number_2683,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_40,Morph_1,Recording_number_2909,Body_part_12,NA,NA,NA
Gesture_record_3,Morph_114,Recording_number_2047,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_431,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_2270,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_1,Morph_51,Recording_number_1496,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_41,Morph_34,Recording_number_1507,Body_part_14,Contact_recipient_6,NA,NA
Gesture_record_40,Morph_1,Recording_number_2896,Body_part_12,NA,NA,NA
Gesture_record_25,Morph_55,Recording_number_621,Body_part_2,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_55,Recording_number_2296,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_67,Morph_43,Recording_number_122,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_58,Morph_31,Recording_number_496,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_16,Morph_30,Recording_number_793,Body_part_12,NA,NA,NA
Gesture_record_25,Morph_82,Recording_number_1804,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_82,Recording_number_1419,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_1516,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_37,Morph_110,Recording_number_2196,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_6,Morph_48,Recording_number_717,Body_part_9,NA,NA,Repetition_3
Gesture_record_53,Morph_22,Recording_number_1061,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_53,Morph_22,Recording_number_2290,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_26,Morph_57,Recording_number_1043,Body_part_6,NA,Lateral_use_1,Repetition_2
Gesture_record_26,Morph_57,Recording_number_1530,Body_part_6,NA,Lateral_use_1,Repetition_3
Gesture_record_49,Morph_99,Recording_number_1307,Body_part_16,Contact_recipient_2,Lateral_use_2,Repetition_3
Gesture_record_17,Morph_52,Recording_number_2796,Body_part_12,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_66,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_75,Morph_123,Recording_number_2688,Body_part_12,NA,NA,Repetition_2
Gesture_record_42,Morph_92,Recording_number_2494,Body_part_16,NA,NA,NA
Gesture_record_25,Morph_122,Recording_number_2398,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_42,Morph_92,Recording_number_1436,Body_part_16,NA,NA,NA
Gesture_record_67,Morph_12,Recording_number_2698,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_67,Morph_12,Recording_number_1645,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_1,Morph_51,Recording_number_205,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_67,Morph_43,Recording_number_112,Body_part_4,NA,Lateral_use_1,Repetition_2
Gesture_record_3,Morph_124,Recording_number_705,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_20,Morph_104,Recording_number_963,Body_part_12,NA,NA,NA
Gesture_record_33,Morph_98,Recording_number_504,Body_part_6,Contact_recipient_6,NA,NA
Gesture_record_65,Morph_2,Recording_number_1729,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_45,Morph_80,Recording_number_876,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_25,Morph_81,Recording_number_441,Body_part_2,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_61,Morph_97,Recording_number_3117,Body_part_14,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_632,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_3,Morph_124,Recording_number_2828,Body_part_15,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_3,Morph_124,Recording_number_1801,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_73,Recording_number_155,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_1715,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_37,Morph_110,Recording_number_2832,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_25,Morph_108,Recording_number_2336,Body_part_6,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_66,Morph_17,Recording_number_1294,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_31,Morph_83,Recording_number_992,Body_part_12,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_1792,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_42,Morph_92,Recording_number_1008,Body_part_16,NA,NA,NA
Gesture_record_49,Morph_118,Recording_number_1686,Body_part_16,Contact_recipient_7,Lateral_use_1,Repetition_2
Gesture_record_49,Morph_118,Recording_number_2848,Body_part_16,Contact_recipient_7,Lateral_use_1,Repetition_2
Gesture_record_54,Morph_105,Recording_number_1892,Body_part_16,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_64,Morph_102,Recording_number_1812,Body_part_16,NA,Lateral_use_1,Repetition_2
